targets	tree	gene	Rho	N	P	p.adj	direction
vl	extsub	HOG38172	NA	NA	NA	NA	NA
vl	extsub	HOG3817	0.23392345092606676	61	0.027720223721446408	0.7695736346789653	up
vl	extsub	HOG3818	-0.09677929144720838	53	0.39711753786482684	0.8824165049970167	down
vl	extsub	HOG38199	-0.15949326199504552	61	0.13339849493400785	0.8497776738799564	down
vl	extsub	HOG3819	-0.21518436971810853	45	0.08379838047677465	0.8423798383136109	down
vl	extsub	HOG38201	0.05316442066501517	61	0.6168793360668248	0.9252490155211508	up
vl	extsub	HOG38204	0.24620353574554818	59	0.0227733095012448	0.7597806811349321	up
vl	extsub	HOG38206	0.02481006297700708	61	0.8154018422869038	0.9678893587345072	up
vl	extsub	HOG38209	-0.022382139613231655	59	0.8359944985248412	0.9714605712195501	down
vl	extsub	HOG3820	NA	NA	NA	NA	NA
vl	extsub	HOG38218	-0.15883691294734145	47	0.19169460205188804	0.8497776738799564	down
vl	extsub	HOG3821	NA	NA	NA	NA	NA
vl	extsub	HOG3823	0.006075688471470743	43	0.9619767493285912	0.9865277968740805	up
vl	extsub	HOG38242	0.08310639911186285	55	0.45854228625511434	0.8981975310823236	up
vl	extsub	HOG38245	-0.16786604709923741	59	0.12050736908665431	0.8497776738799564	down
vl	extsub	HOG3824	0.06714641883969497	59	0.5345608020345052	0.9121965087340681	up
vl	extsub	HOG38256	0.07797448364202225	61	0.4631065561080204	0.8981975310823236	up
vl	extsub	HOG38258	-0.09569595719702731	61	0.36785400347160596	0.8796045517693843	down
vl	extsub	HOG38261	-0.03730356602205276	59	0.7300697275800421	0.9535422544617007	down
vl	extsub	HOG3827	0.08151877835302326	61	0.4430262545390005	0.8925338441032591	up
vl	extsub	HOG38291	-0.13468319901803844	61	0.2050226794013077	0.8533196298019604	down
vl	extsub	HOG38297	-0.08936332031017491	49	0.45286218341877016	0.8981975310823236	down
vl	extsub	HOG38311	-0.004667600280093366	51	0.9680675837672984	0.9865277968740805	down
vl	extsub	HOG38313	0.035442947110010115	61	0.7387427965353055	0.9535422544617007	up
vl	extsub	HOG38316	-0.10278454661902933	61	0.3334419871695805	0.8687231631193169	down
vl	extsub	HOG3831	0.08579820185072135	59	0.42744266223254906	0.8873731147478484	up
vl	extsub	HOG38327	-0.08506307306402427	61	0.4234531246369951	0.8824165049970167	down
vl	extsub	HOG38337	NA	NA	NA	NA	NA
vl	extsub	HOG38343	0.13056248107718466	59	0.22719549110006426	0.8533196298019604	up
vl	extsub	HOG3834	0.13468319901803844	61	0.2050226794013077	0.8533196298019604	up
vl	extsub	HOG38364	0.0980196058819607	51	0.4005312583039979	0.8824165049970167	up
vl	extsub	HOG38368	-0.0615868218300417	53	0.5899832859684928	0.92474201199293	down
vl	extsub	HOG3836	NA	NA	NA	NA	NA
vl	extsub	HOG38371	-0.17012614612804855	61	0.10940136674391907	0.8497776738799564	down
vl	extsub	HOG38379	-0.10388299888982856	55	0.35415417634636276	0.8757796878598795	down
vl	extsub	HOG38394	NA	NA	NA	NA	NA
vl	extsub	HOG383	-0.04962012595401416	61	0.6405527209708475	0.9327939544785839	down
vl	extsub	HOG3841	0.02126576826600607	61	0.8413936112302458	0.9714605712195501	up
vl	extsub	HOG38430	-0.07918305663862504	53	0.4884223166225936	0.9019697548233759	down
vl	extsub	HOG38477	NA	NA	NA	NA	NA
vl	extsub	HOG38478	0.04838964572360419	53	0.6720105956808478	0.9440999016897776	up
vl	extsub	HOG3848	NA	NA	NA	NA	NA
vl	extsub	HOG38494	-0.1260252075625209	51	0.27975715255132244	0.8533196298019604	down
vl	extsub	HOG38495	-0.17699808135119718	57	0.10779821387740944	0.8497776738799564	down
vl	extsub	HOG3849	-0.06534640392130713	51	0.5751735319201967	0.9241363748158727	down
vl	extsub	HOG38525	0.05968570563528441	59	0.5809124203331971	0.92474201199293	up
vl	extsub	HOG38529	-0.14886037786204248	61	0.1612803418007505	0.8497776738799564	down
vl	extsub	HOG3853	-0.10117835014935422	53	0.3760108036299761	0.8824165049970167	down
vl	extsub	HOG38550	0.08151877835302326	61	0.4430262545390005	0.8925338441032591	up
vl	extsub	HOG3857	0.014921426408821102	59	0.8902300549434975	0.9758031753047817	up
vl	extsub	HOG3858	0	57	1	1	up
vl	extsub	HOG38590	-0.09924025190802832	61	0.3503800950746238	0.8757170234728322	down
vl	extsub	HOG3859	0.012465959866779426	55	0.9114677450040534	0.9819506391026592	up
vl	extsub	HOG38608	-0.07797448364202225	61	0.4631065561080204	0.8981975310823236	down
vl	extsub	HOG3860	-0.08358211534077088	53	0.4645896155477253	0.8981975310823236	down
vl	extsub	HOG38634	-0.08151877835302326	61	0.4430262545390005	0.8925338441032591	down
vl	extsub	HOG3863	0.03730356602205276	59	0.7300697275800421	0.9535422544617007	up
vl	extsub	HOG38648	NA	NA	NA	NA	NA
vl	extsub	HOG3864	-0.12586530229418466	57	0.2527950783955869	0.8533196298019604	down
vl	extsub	HOG38672	0.04607583124301315	61	0.6645976189673743	0.9374712465587589	up
vl	extsub	HOG38673	NA	NA	NA	NA	NA
vl	extsub	HOG38677	-0.11191069806615828	59	0.30062298819690664	0.8533196298019604	down
vl	extsub	HOG3868	-0.05506606975370579	57	0.6168503489075596	0.9252490155211508	down
vl	extsub	HOG38696	-0.29842852817642207	59	0.0057754980893052095	0.5126628409414326	down
vl	extsub	HOG38715	NA	NA	NA	NA	NA
vl	extsub	HOG38716	-0.1524046725730435	61	0.15153508439930308	0.8497776738799564	down
vl	extsub	HOG38723	0.13113890430703742	61	0.21719579080726412	0.8533196298019604	up
vl	extsub	HOG3873	0.11696172546303338	61	0.2710657256687855	0.8533196298019604	up
vl	extsub	HOG38748	-0.02835435768800809	61	0.7896116519230303	0.9617344793092372	down
vl	extsub	HOG3874	-0.13044928906290373	37	0.344196888495816	0.8757170234728322	down
vl	extsub	HOG38751	-0.007088589422002023	61	0.9468175611581324	0.9837258848247808	down
vl	extsub	HOG38763	-0.041033922624258035	59	0.7042898335132705	0.9517167702316973	down
vl	extsub	HOG38774	NA	NA	NA	NA	NA
vl	extsub	HOG38776	NA	NA	NA	NA	NA
vl	extsub	HOG3878	0.04607583124301315	61	0.6645976189673743	0.9374712465587589	up
vl	extsub	HOG38790	-0.041033922624258035	59	0.7042898335132705	0.9517167702316973	down
vl	extsub	HOG38794	-0.14175355088380048	59	0.1898156834617642	0.8497776738799564	down
vl	extsub	HOG38818	NA	NA	NA	NA	NA
vl	extsub	HOG3882	-0.20846440692474333	57	0.05821631923386481	0.8013805649488805	down
vl	extsub	HOG38831	-0.08952855845292662	59	0.4076259477027808	0.8824165049970167	down
vl	extsub	HOG38837	-0.12757270236222923	53	0.264332032288319	0.8533196298019604	down
vl	extsub	HOG38839	NA	NA	NA	NA	NA
vl	extsub	HOG3884	0.11937141127056881	59	0.26954763815516597	0.8533196298019604	up
vl	extsub	HOG38851	NA	NA	NA	NA	NA
vl	extsub	HOG3885	-0.06734159950901922	61	0.5262861036200477	0.9104295066549373	down
vl	extsub	HOG38865	-0.10987313604103136	61	0.301179227886229	0.8533196298019604	down
vl	extsub	HOG3887	0.19139191439405462	61	0.07170274849205706	0.8271468892364697	up
vl	extsub	HOG3890	0.2240448134444816	51	0.054663935891675106	0.8013805649488805	up
vl	extsub	HOG38919	-0.10987313604103136	61	0.301179227886229	0.8533196298019604	down
vl	extsub	HOG38924	0.17367044083904956	61	0.10220815226823024	0.8497776738799564	up
vl	extsub	HOG38925	0.08506307306402427	61	0.4234531246369951	0.8824165049970167	up
vl	extsub	HOG3893	-0.08579820185072135	59	0.42744266223254906	0.8873731147478484	down
vl	extsub	HOG38962	0.024931919733558853	55	0.8240221313018803	0.9714605712195501	up
vl	extsub	HOG38967	-0.035442947110010115	61	0.7387427965353055	0.9535422544617007	down
vl	extsub	HOG38971	0.16658185141704754	61	0.11698904657737594	0.8497776738799564	up
vl	extsub	HOG38977	-0.09238023274506256	53	0.41892344094638306	0.8824165049970167	down
vl	extsub	HOG3897	-0.17721473555005057	61	0.09539647629855073	0.8497776738799564	down
vl	extsub	HOG3898	0.04838964572360419	53	0.6720105956808478	0.9440999016897776	up
vl	extsub	HOG38999	0.13113890430703742	61	0.21719579080726412	0.8533196298019604	up
vl	extsub	HOG39007	0.07088589422002023	61	0.5047482788338378	0.9019697548233759	up
vl	extsub	HOG39021	-0.048494635828668586	59	0.6537616390703052	0.9374712465587589	down
vl	extsub	HOG39028	-0.11341743075203237	61	0.28585455657492786	0.8533196298019604	down
vl	extsub	HOG3903	0.13766517438426448	57	0.21100820034434956	0.8533196298019604	up
vl	extsub	HOG39048	-0.0637973047980182	61	0.5482839227232152	0.9121965087340681	down
vl	extsub	HOG3906	0.10987313604103136	61	0.301179227886229	0.8533196298019604	up
vl	extsub	HOG39074	0.05222499243087386	59	0.6290631518148919	0.9327939544785839	up
vl	extsub	HOG39095	0.023599744180159622	57	0.8302175917778634	0.9714605712195501	up
vl	extsub	HOG39099	-0.007866581393386541	57	0.9430203821284244	0.9837258848247808	down
vl	extsub	HOG3909	0.20278337067294383	41	0.12067630786041589	0.8497776738799564	up
vl	extsub	HOG39116	0.07087677544190024	59	0.5121058010677998	0.9079439096167922	up
vl	extsub	HOG39117	-0.003933290696693271	57	0.9714920002768094	0.9865277968740805	down
vl	extsub	HOG3911	-0.17532676030364797	59	0.10487743954896755	0.8497776738799564	down
vl	extsub	HOG3912	0.11696172546303338	61	0.2710657256687855	0.8533196298019604	up
vl	extsub	HOG39151	-0.014177178844004046	61	0.8938711386490852	0.9758031753047817	down
vl	extsub	HOG39155	-0.1240503148850354	61	0.2430830397506913	0.8533196298019604	down
vl	extsub	HOG39159	-0.14886037786204248	61	0.1612803418007505	0.8497776738799564	down
vl	extsub	HOG3915	0.10987313604103136	61	0.301179227886229	0.8533196298019604	up
vl	extsub	HOG39162	0.011799872090079811	57	0.9146213878996874	0.9819506391026592	up
vl	extsub	HOG39173	NA	NA	NA	NA	NA
vl	extsub	HOG3918	-0.11341743075203237	61	0.28585455657492786	0.8533196298019604	down
vl	extsub	HOG3920	0.07443018893102124	61	0.48368427081617243	0.9019697548233759	up
vl	extsub	HOG39219	-0.03176738258946829	47	0.794002680192762	0.9660146725702479	down
vl	extsub	HOG3923	-0.17532676030364797	59	0.10487743954896755	0.8497776738799564	down
vl	extsub	HOG39240	0.06734159950901922	61	0.5262861036200477	0.9104295066549373	up
vl	extsub	HOG39241	0.017721473555005057	61	0.8675594153624533	0.9724551018392091	up
vl	extsub	HOG39243	NA	NA	NA	NA	NA
vl	extsub	HOG3924	-0.07443018893102124	61	0.48368427081617243	0.9019697548233759	down
vl	extsub	HOG39256	-0.02481006297700708	61	0.8154018422869038	0.9678893587345072	down
vl	extsub	HOG3925	-0.07079923254047887	57	0.5200505273047948	0.9104295066549373	down
vl	extsub	HOG39262	0.12310176787277409	59	0.25486661805448224	0.8533196298019604	up
vl	extsub	HOG39281	0.10278454661902933	61	0.3334419871695805	0.8687231631193169	up
vl	extsub	HOG39283	-0.10071962825954245	59	0.35154922591175014	0.8757170234728322	down
vl	extsub	HOG3928	-0.14175355088380048	59	0.1898156834617642	0.8497776738799564	down
vl	extsub	HOG39298	-0.13536040812270764	51	0.24567072743904125	0.8533196298019604	down
vl	extsub	HOG39303	NA	NA	NA	NA	NA
vl	extsub	HOG39322	-0.12428658202535266	41	0.3415080702827692	0.8757170234728322	down
vl	extsub	HOG3932	NA	NA	NA	NA	NA
vl	extsub	HOG39333	-0.11341743075203237	61	0.28585455657492786	0.8533196298019604	down
vl	extsub	HOG39336	0.010632884133003034	61	0.9203001829411458	0.9819506391026592	up
vl	extsub	HOG39341	-0.10278454661902933	61	0.3334419871695805	0.8687231631193169	down
vl	extsub	HOG39348	-0.024931919733558853	55	0.8240221313018803	0.9714605712195501	down
vl	extsub	HOG39358	0.04476427922646331	59	0.6788452994243183	0.9454519048855403	up
vl	extsub	HOG39377	-0.09569595719702731	61	0.36785400347160596	0.8796045517693843	down
vl	extsub	HOG3937	0.03357320941984748	59	0.7561583284149304	0.95887032358128	up
vl	extsub	HOG393	NA	NA	NA	NA	NA
vl	extsub	HOG39401	-0.07088589422002023	61	0.5047482788338378	0.9019697548233759	down
vl	extsub	HOG39413	0.14177178844004046	61	0.1821793790660869	0.8497776738799564	up
vl	extsub	HOG39415	-0.06734159950901922	61	0.5262861036200477	0.9104295066549373	down
vl	extsub	HOG3941	0.010632884133003034	61	0.9203001829411458	0.9819506391026592	up
vl	extsub	HOG3942	-0.1662127982237257	55	0.1382076669740258	0.8497776738799564	down
vl	extsub	HOG39445	0.1559489672840445	61	0.14224493851159367	0.8497776738799564	up
vl	extsub	HOG39464	0.02126576826600607	61	0.8413936112302458	0.9714605712195501	up
vl	extsub	HOG39471	-0.04607583124301315	61	0.6645976189673743	0.9374712465587589	down
vl	extsub	HOG39476	-0.07064043924508343	55	0.5286540734219738	0.9119006851041875	down
vl	extsub	HOG39503	0.04476427922646331	59	0.6788452994243183	0.9454519048855403	up
vl	extsub	HOG39522	-0.03037844235735371	43	0.8115975090747048	0.9678893587345072	down
vl	extsub	HOG39524	-0.10987313604103136	61	0.301179227886229	0.8533196298019604	down
vl	extsub	HOG3952	0.04962012595401416	61	0.6405527209708475	0.9327939544785839	up
vl	extsub	HOG39535	-0.09432794921629574	49	0.4281538424557069	0.8882915563817397	down
vl	extsub	HOG39538	0.04962012595401416	61	0.6405527209708475	0.9327939544785839	up
vl	extsub	HOG3953	-0.13822749372903945	61	0.19335334667404758	0.8497776738799564	down
vl	extsub	HOG39564	-0.09569595719702731	61	0.36785400347160596	0.8796045517693843	down
vl	extsub	HOG3956	NA	NA	NA	NA	NA
vl	extsub	HOG39586	-0.04962012595401416	61	0.6405527209708475	0.9327939544785839	down
vl	extsub	HOG39587	-0.07460713204410552	59	0.490152960415825	0.9019697548233759	down
vl	extsub	HOG3958	NA	NA	NA	NA	NA
vl	extsub	HOG3959	-0.017721473555005057	61	0.8675594153624533	0.9724551018392091	down
vl	extsub	HOG39608	0.03079341091502085	53	0.7875987061006383	0.9617344793092372	up
vl	extsub	HOG39610	0.05595534903307914	59	0.6047728544859002	0.9252490155211508	up
vl	extsub	HOG3961	-0.05670871537601618	61	0.5935976334169444	0.92474201199293	down
vl	extsub	HOG39620	0.08506307306402427	61	0.4234531246369951	0.8824165049970167	up
vl	extsub	HOG39628	0.07797448364202225	61	0.4631065561080204	0.8981975310823236	up
vl	extsub	HOG3962	NA	NA	NA	NA	NA
vl	extsub	HOG39632	-0.11191069806615828	59	0.30062298819690664	0.8533196298019604	down
vl	extsub	HOG39635	0.22009103953011128	59	0.04178115224734221	0.7780646650952753	up
vl	extsub	HOG3963	NA	NA	NA	NA	NA
vl	extsub	HOG39666	-0.09569595719702731	61	0.36785400347160596	0.8796045517693843	down
vl	extsub	HOG39678	-0.2067557590008543	53	0.07044621175147538	0.8271468892364697	down
vl	extsub	HOG3968	-0.145531755777651	57	0.18607755102102858	0.8497776738799564	down
vl	extsub	HOG3969	-0.0668659418437856	57	0.5434989501470182	0.9121965087340681	down
vl	extsub	HOG39715	0.04667600280093366	51	0.6889205558044607	0.9454519048855403	up
vl	extsub	HOG3972	NA	NA	NA	NA	NA
vl	extsub	HOG3973	NA	NA	NA	NA	NA
vl	extsub	HOG39744	-0.019666453483466354	57	0.8581847161443136	0.9724551018392091	down
vl	extsub	HOG3974	-0.09569595719702731	61	0.36785400347160596	0.8796045517693843	down
vl	extsub	HOG3976	0.038987241821011126	61	0.7137155869952381	0.9517167702316973	up
vl	extsub	HOG39773	0.18915952419227094	53	0.09791014293434532	0.8497776738799564	up
vl	extsub	HOG39779	-0.08952855845292662	59	0.4076259477027808	0.8824165049970167	down
vl	extsub	HOG3977	-0.10117835014935422	53	0.3760108036299761	0.8824165049970167	down
vl	extsub	HOG39795	0.04607583124301315	61	0.6645976189673743	0.9374712465587589	up
vl	extsub	HOG3981	0.13056248107718466	59	0.22719549110006426	0.8533196298019604	up
vl	extsub	HOG39821	0.23037915621506574	61	0.03016847439020881	0.7695736346789653	up
vl	extsub	HOG39822	0.11696172546303338	61	0.2710657256687855	0.8533196298019604	up
vl	extsub	HOG3982	-0.12135760728242753	51	0.2979530616081677	0.8533196298019604	down
vl	extsub	HOG3983	-0.04476427922646331	59	0.6788452994243183	0.9454519048855403	down
vl	extsub	HOG39847	-0.09439897672063849	57	0.3910636479405157	0.8824165049970167	down
vl	extsub	HOG3984	-0.11437552625579174	53	0.3169522980561002	0.8546673444459191	down
vl	extsub	HOG39854	0.10444998486174772	59	0.33399825582199794	0.8687231631193169	up
vl	extsub	HOG39865	NA	NA	NA	NA	NA
vl	extsub	HOG3986	0.05718776312789587	53	0.616814408971861	0.9252490155211508	up
vl	extsub	HOG3987	0.11013213950741157	57	0.3170016747748366	0.8546673444459191	up
vl	extsub	HOG3988	0.0037303566022052754	59	0.9724758284664149	0.9865277968740805	up
vl	extsub	HOG39891	0.017721473555005057	61	0.8675594153624533	0.9724551018392091	up
vl	extsub	HOG3989	-0.10444998486174772	59	0.33399825582199794	0.8687231631193169	down
vl	extsub	HOG39902	-0.20235670029870845	53	0.07663708967773063	0.8298379531126444	down
vl	extsub	HOG3990	-0.13822749372903945	61	0.19335334667404758	0.8497776738799564	down
vl	extsub	HOG39942	-0.10278454661902933	61	0.3334419871695805	0.8687231631193169	down
vl	extsub	HOG39951	-0.08151877835302326	61	0.4430262545390005	0.8925338441032591	down
vl	extsub	HOG39957	NA	NA	NA	NA	NA
vl	extsub	HOG39984	0.0921516624860263	61	0.38586062235791413	0.8824165049970167	up
vl	extsub	HOG39999	NA	NA	NA	NA	NA
vl	extsub	HOG40000	-0.24326681639992057	49	0.041008776798553324	0.7780646650952753	down
vl	extsub	HOG40006	-0.05316442066501517	61	0.6168793360668248	0.9252490155211508	down
vl	extsub	HOG40008	-0.03959152831931252	53	0.729034489538804	0.9535422544617007	down
vl	extsub	HOG4001	-0.14177178844004046	61	0.1821793790660869	0.8497776738799564	down
vl	extsub	HOG40023	-0.1275946095960364	61	0.22988031347145332	0.8533196298019604	down
vl	extsub	HOG40031	-0.10278454661902933	61	0.3334419871695805	0.8687231631193169	down
vl	extsub	HOG40033	0.038987241821011126	61	0.7137155869952381	0.9517167702316973	up
vl	extsub	HOG40034	0.07443018893102124	61	0.48368427081617243	0.9019697548233759	up
vl	extsub	HOG40063	0.060678803641213766	51	0.6027733123658964	0.9252490155211508	up
vl	extsub	HOG40077	0.04476427922646331	59	0.6788452994243183	0.9454519048855403	up
vl	extsub	HOG40084	0.2067557590008543	53	0.07044621175147538	0.8271468892364697	up
vl	extsub	HOG4009	0.051132779057012516	57	0.6422307544375243	0.9327939544785839	up
vl	extsub	HOG40106	0.09924025190802832	61	0.3503800950746238	0.8757170234728322	up
vl	extsub	HOG40109	0.0140028008402801	51	0.9044070096186425	0.9819506391026592	up
vl	extsub	HOG4010	-0.04964628906120828	49	0.6766573217164245	0.9454519048855403	down
vl	extsub	HOG4011	-0.11437552625579174	53	0.3169522980561002	0.8546673444459191	down
vl	extsub	HOG40135	0.2126576826600607	61	0.04538031735411386	0.77912700704076	up
vl	extsub	HOG4013	0.108787563138244	35	0.44365705591171306	0.8935323399075026	up
vl	extsub	HOG40140	NA	NA	NA	NA	NA
vl	extsub	HOG4014	0.140028008402801	51	0.22976627046113782	0.8533196298019604	up
vl	extsub	HOG40156	-0.10987313604103136	61	0.301179227886229	0.8533196298019604	down
vl	extsub	HOG4017	-0.02611249621543693	59	0.809149834631498	0.9678893587345072	down
vl	extsub	HOG40193	-0.10278454661902933	61	0.3334419871695805	0.8687231631193169	down
vl	extsub	HOG40194	NA	NA	NA	NA	NA
vl	extsub	HOG4020	-0.1240503148850354	61	0.2430830397506913	0.8533196298019604	down
vl	extsub	HOG4021	0.05316442066501517	61	0.6168793360668248	0.9252490155211508	up
vl	extsub	HOG40234	-0.05316442066501517	61	0.6168793360668248	0.9252490155211508	down
vl	extsub	HOG40238	0.19848050381605664	61	0.06180326148000753	0.8013805649488805	up
vl	extsub	HOG40242	NA	NA	NA	NA	NA
vl	extsub	HOG40258	0.07064043924508343	55	0.5286540734219738	0.9119006851041875	up
vl	extsub	HOG4025	0.07468160448149386	51	0.5218393903336155	0.9104295066549373	up
vl	extsub	HOG40276	0.0637973047980182	61	0.5482839227232152	0.9121965087340681	up
vl	extsub	HOG4027	0.10278454661902933	61	0.3334419871695805	0.8687231631193169	up
vl	extsub	HOG40285	0.08506307306402427	61	0.4234531246369951	0.8824165049970167	up
vl	extsub	HOG40294	0.09569595719702731	61	0.36785400347160596	0.8796045517693843	up
vl	extsub	HOG40295	0.11437552625579174	53	0.3169522980561002	0.8546673444459191	up
vl	extsub	HOG40301	NA	NA	NA	NA	NA
vl	extsub	HOG4030	-0.23685323746880912	55	0.03463839807355416	0.7695736346789653	down
vl	extsub	HOG40314	0.0318986523990091	61	0.7640499234950986	0.95887032358128	up
vl	extsub	HOG40349	-0.12050602017403439	61	0.2568098638611724	0.8533196298019604	down
vl	extsub	HOG4037	-0.12050602017403439	61	0.2568098638611724	0.8533196298019604	down
vl	extsub	HOG40381	0.07479575920067656	55	0.5046926853028988	0.9019697548233759	up
vl	extsub	HOG40384	NA	NA	NA	NA	NA
vl	extsub	HOG40390	0.0140028008402801	51	0.9044070096186425	0.9819506391026592	up
vl	extsub	HOG40402	-0.04962012595401416	61	0.6405527209708475	0.9327939544785839	down
vl	extsub	HOG40416	0.04253153653201214	61	0.6889927119264218	0.9454519048855403	up
vl	extsub	HOG4042	0.1529446206904163	59	0.15717571828571392	0.8497776738799564	up
vl	extsub	HOG4044	0	61	1	1	up
vl	extsub	HOG40464	0.0637973047980182	61	0.5482839227232152	0.9121965087340681	up
vl	extsub	HOG40469	0.060253010087017195	61	0.5707265848746756	0.920571675456712	up
vl	extsub	HOG40473	-0.056627465715291724	45	0.6490979042062807	0.9374712465587589	down
vl	extsub	HOG40482	0	57	1	1	up
vl	extsub	HOG40487	NA	NA	NA	NA	NA
vl	extsub	HOG40488	-0.10278454661902933	61	0.3334419871695805	0.8687231631193169	down
vl	extsub	HOG40489	-0.1240503148850354	61	0.2430830397506913	0.8533196298019604	down
vl	extsub	HOG4048	NA	NA	NA	NA	NA
vl	extsub	HOG40493	NA	NA	NA	NA	NA
vl	extsub	HOG40498	-0.0932589150551319	59	0.3883673584627566	0.8824165049970167	down
vl	extsub	HOG4050	-0.02481006297700708	61	0.8154018422869038	0.9678893587345072	down
vl	extsub	HOG40548	-0.017721473555005057	61	0.8675594153624533	0.9724551018392091	down
vl	extsub	HOG40556	-0.22683486150406473	61	0.032800278577791754	0.7695736346789653	down
vl	extsub	HOG4058	0.008798117404291672	53	0.9386394268831363	0.9837258848247808	up
vl	extsub	HOG4059	-0.08579820185072135	59	0.42744266223254906	0.8873731147478484	down
vl	extsub	HOG405	NA	NA	NA	NA	NA
vl	extsub	HOG40605	-0.14175355088380048	59	0.1898156834617642	0.8497776738799564	down
vl	extsub	HOG40607	-0.060253010087017195	61	0.5707265848746756	0.920571675456712	down
vl	extsub	HOG4061	0.0035442947110010115	61	0.9733939926191759	0.9865277968740805	up
vl	extsub	HOG40630	-0.014921426408821102	59	0.8902300549434975	0.9758031753047817	down
vl	extsub	HOG40640	-0.10632884133003034	61	0.3170415020546738	0.8546673444459191	down
vl	extsub	HOG4064	-0.11669000700233416	51	0.31692304473321276	0.8546673444459191	down
vl	extsub	HOG4065	0.02481006297700708	61	0.8154018422869038	0.9678893587345072	up
vl	extsub	HOG4066	0.11648040282805039	47	0.3383517215622193	0.8709131150803231	up
vl	extsub	HOG40682	-0.0035442947110010115	61	0.9733939926191759	0.9865277968740805	down
vl	extsub	HOG4068	-0.19666453483466353	57	0.07396105258098759	0.8298379531126444	down
vl	extsub	HOG40708	0.05316442066501517	61	0.6168793360668248	0.9252490155211508	up
vl	extsub	HOG40738	0.035442947110010115	61	0.7387427965353055	0.9535422544617007	up
vl	extsub	HOG4074	0.038987241821011126	61	0.7137155869952381	0.9517167702316973	up
vl	extsub	HOG40757	-0.018670401120373464	51	0.8727801237939118	0.9758031753047817	down
vl	extsub	HOG40761	NA	NA	NA	NA	NA
vl	extsub	HOG40764	0.07934920476158723	51	0.4961596578003586	0.9019697548233759	up
vl	extsub	HOG4076	0.11564105466836354	59	0.2847986670450497	0.8533196298019604	up
vl	extsub	HOG40775	-0.02835435768800809	61	0.7896116519230303	0.9617344793092372	down
vl	extsub	HOG4077	-0.27533034876852897	57	0.012363494793826754	0.6388299001765777	down
vl	extsub	HOG40781	-0.07088589422002023	61	0.5047482788338378	0.9019697548233759	down
vl	extsub	HOG40784	0.0037303566022052754	59	0.9724758284664149	0.9865277968740805	up
vl	extsub	HOG40798	-0.09698927165733717	59	0.36967344097055216	0.8796045517693843	down
vl	extsub	HOG4079	-0.035442947110010115	61	0.7387427965353055	0.9535422544617007	down
vl	extsub	HOG40800	-0.19848050381605664	61	0.06180326148000753	0.8013805649488805	down
vl	extsub	HOG40810	0.07087677544190024	59	0.5121058010677998	0.9079439096167922	up
vl	extsub	HOG40819	-0.026394352212875016	53	0.8173613313851769	0.9678893587345072	down
vl	extsub	HOG4081	0.18416370220645234	37	0.18174686425631634	0.8497776738799564	up
vl	extsub	HOG40830	0.0921516624860263	61	0.38586062235791413	0.8824165049970167	up
vl	extsub	HOG40856	-0.06534640392130713	51	0.5751735319201967	0.9241363748158727	down
vl	extsub	HOG4085	NA	NA	NA	NA	NA
vl	extsub	HOG4086	-0.031466325573546165	57	0.774957259740833	0.9617344793092372	down
vl	extsub	HOG4087	NA	NA	NA	NA	NA
vl	extsub	HOG4090	-0.12979859299087793	57	0.23826926934637452	0.8533196298019604	down
vl	extsub	HOG4091	NA	NA	NA	NA	NA
vl	extsub	HOG40920	0.1843033249720526	61	0.08286538186483612	0.8423798383136109	up
vl	extsub	HOG40929	-0.1380231942815952	59	0.2017359836292292	0.8533196298019604	down
vl	extsub	HOG4092	NA	NA	NA	NA	NA
vl	extsub	HOG40936	0.02611249621543693	59	0.809149834631498	0.9678893587345072	up
vl	extsub	HOG4094	0.15949326199504552	61	0.13339849493400785	0.8497776738799564	up
vl	extsub	HOG40953	0.07443018893102124	61	0.48368427081617243	0.9019697548233759	up
vl	extsub	HOG40968	NA	NA	NA	NA	NA
vl	extsub	HOG40974	NA	NA	NA	NA	NA
vl	extsub	HOG40977	-0.1843033249720526	61	0.08286538186483612	0.8423798383136109	down
vl	extsub	HOG40978	-0.22329056679306372	61	0.035626252982112465	0.7695736346789653	down
vl	extsub	HOG4097	NA	NA	NA	NA	NA
vl	extsub	HOG40983	-0.14177178844004046	61	0.1821793790660869	0.8497776738799564	down
vl	extsub	HOG4101	NA	NA	NA	NA	NA
vl	extsub	HOG41039	0.14175355088380048	59	0.1898156834617642	0.8497776738799564	up
vl	extsub	HOG4103	-0.19770889991687962	59	0.06744849980842382	0.8180451077682228	down
vl	extsub	HOG4104	-0.15396705457510426	53	0.17793172526825465	0.8497776738799564	down
vl	extsub	HOG4106	-0.06714641883969497	59	0.5345608020345052	0.9121965087340681	down
vl	extsub	HOG41076	0.07088589422002023	61	0.5047482788338378	0.9019697548233759	up
vl	extsub	HOG41078	-0.15949326199504552	61	0.13339849493400785	0.8497776738799564	down
vl	extsub	HOG4107	0	61	1	1	up
vl	extsub	HOG41081	-0.0637973047980182	61	0.5482839227232152	0.9121965087340681	down
vl	extsub	HOG41089	-0.10632884133003034	61	0.3170415020546738	0.8546673444459191	down
vl	extsub	HOG4108	0.014177178844004046	61	0.8938711386490852	0.9758031753047817	up
vl	extsub	HOG41097	0.12683212447497938	59	0.2407511151130296	0.8533196298019604	up
