rep	ct0	ct1	ct2	ct3	ct4	selected	convergent	rel_conv
2992	5511	51	1	1	0	53	2	0.03773584905660377
2993	5556	49	1	0	0	50	1	0.02
2994	5547	63	1	0	0	64	1	0.015625
2995	5528	60	1	0	0	61	1	0.01639344262295082
2996	5565	59	1	0	0	60	1	0.016666666666666666
2997	5554	53	2	0	0	55	2	0.03636363636363636
2998	5554	43	1	0	0	44	1	0.022727272727272728
2999	5581	65	3	0	0	68	3	0.04411764705882353
3	5523	58	1	0	0	59	1	0.01694915254237288
30	5509	57	1	1	0	59	2	0.03389830508474576
300	5508	56	3	0	0	59	3	0.05084745762711865
3000	5522	53	2	0	0	55	2	0.03636363636363636
3001	5524	42	1	0	0	43	1	0.023255813953488372
3002	5567	54	3	0	0	57	3	0.05263157894736842
3003	5545	55	2	0	0	57	2	0.03508771929824561
3004	5520	53	4	0	0	57	4	0.07017543859649122
3005	5538	48	3	0	0	51	3	0.058823529411764705
3006	5543	59	3	0	0	62	3	0.04838709677419355
3007	5556	51	2	0	0	53	2	0.03773584905660377
3008	5547	51	0	0	0	51	0	0
3009	5528	48	2	0	0	50	2	0.04
301	5536	54	1	0	0	55	1	0.01818181818181818
3010	5532	60	0	0	0	60	0	0
3011	5517	51	2	0	0	53	2	0.03773584905660377
3012	5552	55	2	0	0	57	2	0.03508771929824561
3013	5520	73	0	0	0	73	0	0
3014	5554	43	1	0	0	44	1	0.022727272727272728
3015	5519	58	0	0	0	58	0	0
3016	5583	42	2	0	0	44	2	0.045454545454545456
3017	5581	48	0	0	0	48	0	0
3018	5586	61	2	0	0	63	2	0.031746031746031744
3019	5533	58	0	0	0	58	0	0
302	5503	58	3	0	0	61	3	0.04918032786885246
3020	5532	51	1	0	0	52	1	0.019230769230769232
3021	5517	62	2	0	0	64	2	0.03125
3022	5550	56	1	0	0	57	1	0.017543859649122806
3023	5548	52	0	0	0	52	0	0
3024	5565	64	3	0	0	67	3	0.04477611940298507
3025	5527	64	3	0	0	67	3	0.04477611940298507
3026	5517	46	1	0	0	47	1	0.02127659574468085
3027	5536	53	1	0	0	54	1	0.018518518518518517
3028	5541	65	2	0	0	67	2	0.029850746268656716
3029	5572	56	2	0	0	58	2	0.034482758620689655
303	5532	54	1	0	0	55	1	0.01818181818181818
3030	5536	73	3	0	0	76	3	0.039473684210526314
3031	5512	41	0	0	0	41	0	0
3032	5517	56	2	0	0	58	2	0.034482758620689655
3033	5540	55	1	0	0	56	1	0.017857142857142856
3034	5500	56	2	0	0	58	2	0.034482758620689655
3035	5546	47	2	0	0	49	2	0.04081632653061224
3036	5512	57	0	0	0	57	0	0
3037	5554	43	1	0	0	44	1	0.022727272727272728
3038	5550	63	0	0	0	63	0	0
3039	5555	61	0	0	0	61	0	0
304	5506	55	3	0	0	58	3	0.05172413793103448
3040	5508	47	1	0	0	48	1	0.020833333333333332
3041	5564	61	1	0	0	62	1	0.016129032258064516
3042	5503	55	1	0	0	56	1	0.017857142857142856
3043	5543	58	0	0	0	58	0	0
3044	5556	41	2	0	0	43	2	0.046511627906976744
3045	5515	58	1	0	0	59	1	0.01694915254237288
3046	5538	59	1	0	0	60	1	0.016666666666666666
3047	5547	53	0	0	0	53	0	0
3048	5498	52	2	0	0	54	2	0.037037037037037035
3049	5559	51	2	0	0	53	2	0.03773584905660377
305	5500	52	3	0	0	55	3	0.05454545454545454
3050	5558	48	3	0	0	51	3	0.058823529411764705
3051	5569	63	1	0	0	64	1	0.015625
3052	5502	61	4	0	0	65	4	0.06153846153846154
3053	5543	51	0	1	0	52	1	0.019230769230769232
3054	5542	65	2	0	0	67	2	0.029850746268656716
3055	5521	62	3	0	0	65	3	0.046153846153846156
3056	5552	45	0	0	0	45	0	0
3057	5566	48	3	0	0	51	3	0.058823529411764705
3058	5549	48	2	0	0	50	2	0.04
3059	5550	54	2	0	0	56	2	0.03571428571428571
306	5520	51	4	0	0	55	4	0.07272727272727272
3060	5545	43	4	0	0	47	4	0.0851063829787234
3061	5542	40	0	0	0	40	0	0
3062	5531	52	5	0	0	57	5	0.08771929824561403
3063	5525	58	1	0	0	59	1	0.01694915254237288
3064	5506	67	3	0	0	70	3	0.04285714285714286
3065	5549	49	1	0	0	50	1	0.02
3066	5523	58	0	0	0	58	0	0
3067	5571	67	4	0	0	71	4	0.056338028169014086
3068	5552	46	3	0	0	49	3	0.061224489795918366
3069	5536	73	1	0	0	74	1	0.013513513513513514
307	5498	60	2	0	0	62	2	0.03225806451612903
3070	5533	51	3	0	0	54	3	0.05555555555555555
3071	5537	60	4	0	0	64	4	0.0625
3072	5538	58	1	0	0	59	1	0.01694915254237288
3073	5549	48	2	0	0	50	2	0.04
3074	5465	48	1	0	0	49	1	0.02040816326530612
3075	5582	66	2	1	0	69	3	0.043478260869565216
3076	5550	62	1	0	0	63	1	0.015873015873015872
3077	5503	65	2	1	0	68	3	0.04411764705882353
3078	5541	47	2	1	0	50	3	0.06
3079	5532	55	2	0	0	57	2	0.03508771929824561
308	5558	53	2	0	0	55	2	0.03636363636363636
3080	5520	63	0	0	0	63	0	0
3081	5522	47	2	0	0	49	2	0.04081632653061224
3082	5550	67	1	0	0	68	1	0.014705882352941176
3083	5532	55	0	0	0	55	0	0
3084	5556	58	2	0	0	60	2	0.03333333333333333
3085	5546	77	1	0	0	78	1	0.01282051282051282
3086	5542	64	1	0	0	65	1	0.015384615384615385
3087	5562	46	2	0	0	48	2	0.041666666666666664
3088	5501	59	2	0	0	61	2	0.03278688524590164
3089	5553	48	2	0	0	50	2	0.04
309	5512	52	3	0	0	55	3	0.05454545454545454
3090	5528	53	2	0	0	55	2	0.03636363636363636
3091	5547	55	1	0	0	56	1	0.017857142857142856
3092	5524	57	1	0	0	58	1	0.017241379310344827
3093	5573	51	3	0	0	54	3	0.05555555555555555
3094	5518	63	4	0	0	67	4	0.05970149253731343
3095	5518	60	1	0	0	61	1	0.01639344262295082
3096	5529	48	3	0	0	51	3	0.058823529411764705
3097	5546	56	2	0	0	58	2	0.034482758620689655
3098	5529	58	4	0	0	62	4	0.06451612903225806
3099	5554	50	0	0	0	50	0	0
31	5538	46	1	0	0	47	1	0.02127659574468085
310	5517	54	2	0	0	56	2	0.03571428571428571
3100	5496	57	0	0	0	57	0	0
3101	5524	39	2	0	0	41	2	0.04878048780487805
3102	5524	59	2	0	0	61	2	0.03278688524590164
3103	5547	56	3	0	0	59	3	0.05084745762711865
3104	5573	52	0	0	0	52	0	0
3105	5521	64	2	0	0	66	2	0.030303030303030304
3106	5514	55	1	0	0	56	1	0.017857142857142856
3107	5532	44	1	0	0	45	1	0.022222222222222223
3108	5530	43	2	0	0	45	2	0.044444444444444446
3109	5517	55	0	0	0	55	0	0
311	5539	53	0	0	0	53	0	0
3110	5539	61	0	0	0	61	0	0
3111	5551	58	3	0	0	61	3	0.04918032786885246
3112	5556	50	1	0	0	51	1	0.0196078431372549
3113	5565	44	4	1	0	49	5	0.10204081632653061
3114	5524	62	5	0	0	67	5	0.07462686567164178
3115	5506	49	2	0	0	51	2	0.0392156862745098
3116	5563	45	1	1	0	47	2	0.0425531914893617
3117	5500	41	1	0	0	42	1	0.023809523809523808
3118	5542	61	0	0	0	61	0	0
3119	5564	53	3	1	0	57	4	0.07017543859649122
312	5546	63	4	0	0	67	4	0.05970149253731343
3120	5536	52	1	0	0	53	1	0.018867924528301886
3121	5556	52	0	0	0	52	0	0
3122	5566	48	2	0	0	50	2	0.04
3123	5457	58	1	0	0	59	1	0.01694915254237288
3124	5536	51	0	1	0	52	1	0.019230769230769232
3125	5555	59	3	0	0	62	3	0.04838709677419355
3126	5591	47	3	0	0	50	3	0.06
3127	5492	47	3	0	0	50	3	0.06
3128	5506	66	0	0	0	66	0	0
3129	5584	64	3	0	0	67	3	0.04477611940298507
313	5516	62	1	0	0	63	1	0.015873015873015872
3130	5521	60	1	0	0	61	1	0.01639344262295082
3131	5548	55	2	0	0	57	2	0.03508771929824561
3132	5572	66	1	0	0	67	1	0.014925373134328358
3133	5541	48	0	0	0	48	0	0
3134	5591	53	2	0	0	55	2	0.03636363636363636
3135	5517	57	0	0	0	57	0	0
3136	5531	56	2	0	0	58	2	0.034482758620689655
3137	5536	45	4	0	0	49	4	0.08163265306122448
3138	5524	42	0	0	0	42	0	0
3139	5534	50	1	0	0	51	1	0.0196078431372549
314	5530	52	2	0	0	54	2	0.037037037037037035
3140	5517	49	3	0	0	52	3	0.057692307692307696
3141	5539	63	1	0	0	64	1	0.015625
3142	5560	56	0	0	0	56	0	0
3143	5537	50	2	0	0	52	2	0.038461538461538464
3144	5585	43	3	0	0	46	3	0.06521739130434782
3145	5481	51	4	0	0	55	4	0.07272727272727272
3146	5525	53	3	0	0	56	3	0.05357142857142857
3147	5516	62	0	0	0	62	0	0
3148	5543	72	1	0	0	73	1	0.0136986301369863
3149	5547	52	3	0	0	55	3	0.05454545454545454
315	5494	66	1	0	0	67	1	0.014925373134328358
3150	5508	52	1	0	0	53	1	0.018867924528301886
3151	5529	55	6	0	0	61	6	0.09836065573770492
3152	5550	62	3	0	0	65	3	0.046153846153846156
3153	5555	53	2	1	0	56	3	0.05357142857142857
3154	5508	48	3	0	0	51	3	0.058823529411764705
3155	5529	53	2	0	0	55	2	0.03636363636363636
3156	5544	55	2	0	0	57	2	0.03508771929824561
3157	5566	54	4	0	0	58	4	0.06896551724137931
3158	5606	42	2	0	0	44	2	0.045454545454545456
3159	5551	64	1	0	0	65	1	0.015384615384615385
316	5529	58	3	0	0	61	3	0.04918032786885246
3160	5543	60	1	0	0	61	1	0.01639344262295082
3161	5527	43	3	0	0	46	3	0.06521739130434782
3162	5538	47	1	0	0	48	1	0.020833333333333332
3163	5522	64	3	0	0	67	3	0.04477611940298507
3164	5521	50	1	0	0	51	1	0.0196078431372549
3165	5517	50	1	0	0	51	1	0.0196078431372549
3166	5544	48	2	0	0	50	2	0.04
3167	5548	56	1	0	0	57	1	0.017543859649122806
3168	5543	50	1	0	0	51	1	0.0196078431372549
3169	5591	57	3	0	0	60	3	0.05
317	5555	49	0	0	0	49	0	0
3170	5554	47	1	0	0	48	1	0.020833333333333332
3171	5540	55	3	0	0	58	3	0.05172413793103448
3172	5526	44	3	0	0	47	3	0.06382978723404255
3173	5516	51	3	0	0	54	3	0.05555555555555555
3174	5502	53	1	0	0	54	1	0.018518518518518517
3175	5597	53	0	0	0	53	0	0
3176	5569	44	1	0	0	45	1	0.022222222222222223
3177	5539	43	0	0	0	43	0	0
3178	5533	37	4	0	0	41	4	0.0975609756097561
3179	5546	50	4	0	0	54	4	0.07407407407407407
318	5575	56	1	0	0	57	1	0.017543859649122806
3180	5547	66	1	0	0	67	1	0.014925373134328358
3181	5522	64	1	0	0	65	1	0.015384615384615385
3182	5524	56	0	0	0	56	0	0
3183	5512	51	2	0	0	53	2	0.03773584905660377
3184	5519	60	0	0	0	60	0	0
3185	5540	59	2	0	0	61	2	0.03278688524590164
3186	5483	49	3	0	0	52	3	0.057692307692307696
3187	5542	62	1	1	0	64	2	0.03125
3188	5548	45	0	0	0	45	0	0
3189	5491	55	1	0	0	56	1	0.017857142857142856
319	5532	56	2	0	0	58	2	0.034482758620689655
3190	5521	58	3	0	0	61	3	0.04918032786885246
3191	5503	45	2	0	0	47	2	0.0425531914893617
3192	5521	43	1	0	0	44	1	0.022727272727272728
3193	5536	54	3	0	0	57	3	0.05263157894736842
3194	5536	52	1	0	0	53	1	0.018867924528301886
3195	5577	51	0	0	0	51	0	0
3196	5534	47	3	0	0	50	3	0.06
3197	5542	60	3	0	0	63	3	0.047619047619047616
3198	5528	51	0	0	0	51	0	0
3199	5527	59	1	0	0	60	1	0.016666666666666666
32	5500	61	1	0	0	62	1	0.016129032258064516
320	5555	55	1	0	0	56	1	0.017857142857142856
3200	5546	47	0	0	0	47	0	0
3201	5532	67	1	0	0	68	1	0.014705882352941176
3202	5547	56	1	0	0	57	1	0.017543859649122806
3203	5508	42	1	0	0	43	1	0.023255813953488372
3204	5532	55	1	0	0	56	1	0.017857142857142856
3205	5544	53	1	0	0	54	1	0.018518518518518517
3206	5559	56	1	0	0	57	1	0.017543859649122806
3207	5550	61	1	0	0	62	1	0.016129032258064516
3208	5537	52	0	0	0	52	0	0
3209	5502	63	1	0	0	64	1	0.015625
321	5545	62	3	0	0	65	3	0.046153846153846156
3210	5492	52	0	0	0	52	0	0
3211	5526	55	1	0	0	56	1	0.017857142857142856
3212	5530	49	2	0	0	51	2	0.0392156862745098
3213	5541	45	1	0	0	46	1	0.021739130434782608
3214	5539	49	2	0	0	51	2	0.0392156862745098
3215	5533	61	3	0	0	64	3	0.046875
3216	5497	50	4	0	0	54	4	0.07407407407407407
3217	5539	50	3	0	0	53	3	0.05660377358490566
3218	5531	57	0	0	0	57	0	0
3219	5530	42	2	0	0	44	2	0.045454545454545456
322	5541	64	2	0	0	66	2	0.030303030303030304
3220	5555	59	1	0	0	60	1	0.016666666666666666
3221	5524	46	4	0	0	50	4	0.08
3222	5534	48	2	0	0	50	2	0.04
3223	5531	66	7	0	0	73	7	0.0958904109589041
3224	5493	57	4	0	0	61	4	0.06557377049180328
3225	5554	44	2	0	0	46	2	0.043478260869565216
3226	5518	62	1	0	0	63	1	0.015873015873015872
3227	5518	59	3	0	0	62	3	0.04838709677419355
3228	5547	72	1	0	0	73	1	0.0136986301369863
3229	5504	47	1	0	0	48	1	0.020833333333333332
323	5564	43	1	0	0	44	1	0.022727272727272728
3230	5523	61	1	0	0	62	1	0.016129032258064516
3231	5528	50	1	0	0	51	1	0.0196078431372549
3232	5515	61	4	0	0	65	4	0.06153846153846154
3233	5527	65	3	0	0	68	3	0.04411764705882353
3234	5605	65	0	0	0	65	0	0
3235	5524	47	3	0	0	50	3	0.06
3236	5550	43	1	0	0	44	1	0.022727272727272728
3237	5556	38	1	0	0	39	1	0.02564102564102564
3238	5488	56	5	0	0	61	5	0.08196721311475409
3239	5527	51	1	0	0	52	1	0.019230769230769232
324	5511	65	2	0	0	67	2	0.029850746268656716
3240	5555	51	1	0	0	52	1	0.019230769230769232
3241	5536	58	0	0	0	58	0	0
3242	5565	56	3	0	0	59	3	0.05084745762711865
3243	5511	50	3	0	0	53	3	0.05660377358490566
3244	5532	57	2	0	0	59	2	0.03389830508474576
3245	5515	57	5	0	0	62	5	0.08064516129032258
3246	5536	52	0	0	0	52	0	0
3247	5559	44	2	0	0	46	2	0.043478260869565216
3248	5543	42	0	0	0	42	0	0
3249	5546	48	2	0	0	50	2	0.04
325	5537	57	1	0	0	58	1	0.017241379310344827
3250	5502	54	3	0	0	57	3	0.05263157894736842
3251	5586	68	3	0	0	71	3	0.04225352112676056
3252	5548	48	1	0	0	49	1	0.02040816326530612
3253	5523	51	2	0	0	53	2	0.03773584905660377
3254	5533	56	2	0	0	58	2	0.034482758620689655
3255	5532	45	5	0	0	50	5	0.1
3256	5529	58	2	0	0	60	2	0.03333333333333333
3257	5515	66	1	0	0	67	1	0.014925373134328358
3258	5518	60	0	0	0	60	0	0
3259	5582	50	0	0	0	50	0	0
326	5563	65	0	0	0	65	0	0
3260	5536	55	1	0	0	56	1	0.017857142857142856
3261	5531	57	2	0	0	59	2	0.03389830508474576
3262	5543	41	3	0	0	44	3	0.06818181818181818
3263	5554	41	1	0	0	42	1	0.023809523809523808
3264	5573	64	0	0	0	64	0	0
3265	5573	42	5	0	0	47	5	0.10638297872340426
3266	5565	49	3	0	0	52	3	0.057692307692307696
3267	5552	46	0	0	0	46	0	0
3268	5519	70	1	0	0	71	1	0.014084507042253521
3269	5506	50	0	0	0	50	0	0
327	5503	48	1	0	0	49	1	0.02040816326530612
3270	5525	60	1	0	0	61	1	0.01639344262295082
3271	5489	60	1	0	0	61	1	0.01639344262295082
3272	5547	66	0	0	0	66	0	0
3273	5509	63	0	0	0	63	0	0
3274	5547	57	2	0	0	59	2	0.03389830508474576
3275	5552	58	2	0	0	60	2	0.03333333333333333
3276	5545	58	1	0	0	59	1	0.01694915254237288
3277	5550	46	3	0	0	49	3	0.061224489795918366
3278	5547	55	1	0	0	56	1	0.017857142857142856
3279	5538	48	2	0	0	50	2	0.04
328	5484	58	1	0	0	59	1	0.01694915254237288
3280	5531	60	3	0	0	63	3	0.047619047619047616
3281	5598	38	1	0	0	39	1	0.02564102564102564
3282	5520	50	2	0	0	52	2	0.038461538461538464
3283	5554	46	1	0	0	47	1	0.02127659574468085
3284	5572	50	0	0	0	50	0	0
3285	5554	48	2	0	0	50	2	0.04
3286	5523	59	0	0	0	59	0	0
3287	5528	51	3	0	0	54	3	0.05555555555555555
3288	5535	67	2	0	0	69	2	0.028985507246376812
3289	5535	56	4	0	0	60	4	0.06666666666666667
329	5552	59	1	0	0	60	1	0.016666666666666666
3290	5577	66	1	0	0	67	1	0.014925373134328358
3291	5517	55	1	0	0	56	1	0.017857142857142856
3292	5533	40	2	0	0	42	2	0.047619047619047616
3293	5528	51	3	0	0	54	3	0.05555555555555555
3294	5514	55	2	0	0	57	2	0.03508771929824561
3295	5533	56	1	0	0	57	1	0.017543859649122806
3296	5561	51	0	0	0	51	0	0
3297	5516	49	2	0	0	51	2	0.0392156862745098
3298	5516	45	1	0	0	46	1	0.021739130434782608
3299	5550	54	2	0	0	56	2	0.03571428571428571
33	5555	48	3	0	0	51	3	0.058823529411764705
330	5541	47	1	0	0	48	1	0.020833333333333332
3300	5510	58	2	0	0	60	2	0.03333333333333333
3301	5528	59	6	0	0	65	6	0.09230769230769231
3302	5531	49	2	0	0	51	2	0.0392156862745098
3303	5563	54	0	0	0	54	0	0
3304	5542	48	0	0	0	48	0	0
3305	5542	45	2	0	0	47	2	0.0425531914893617
3306	5501	62	5	0	0	67	5	0.07462686567164178
3307	5549	44	0	0	0	44	0	0
3308	5510	57	1	0	0	58	1	0.017241379310344827
3309	5523	56	2	0	0	58	2	0.034482758620689655
331	5511	54	5	0	0	59	5	0.0847457627118644
3310	5539	55	0	0	0	55	0	0
3311	5520	48	2	0	0	50	2	0.04
3312	5544	53	0	0	0	53	0	0
3313	5517	54	4	0	0	58	4	0.06896551724137931
3314	5533	62	3	0	0	65	3	0.046153846153846156
3315	5505	59	3	0	0	62	3	0.04838709677419355
3316	5503	48	1	0	0	49	1	0.02040816326530612
3317	5542	44	3	0	0	47	3	0.06382978723404255
3318	5496	45	3	0	0	48	3	0.0625
3319	5519	58	1	0	0	59	1	0.01694915254237288
332	5521	58	2	0	0	60	2	0.03333333333333333
3320	5563	63	1	0	0	64	1	0.015625
3321	5544	56	1	0	0	57	1	0.017543859649122806
3322	5523	50	2	0	0	52	2	0.038461538461538464
3323	5556	46	2	0	0	48	2	0.041666666666666664
3324	5541	59	2	0	0	61	2	0.03278688524590164
3325	5528	67	0	0	0	67	0	0
3326	5509	64	2	0	0	66	2	0.030303030303030304
3327	5522	53	2	0	0	55	2	0.03636363636363636
3328	5504	63	3	0	0	66	3	0.045454545454545456
3329	5532	59	0	0	0	59	0	0
333	5524	62	2	0	0	64	2	0.03125
3330	5521	56	0	0	0	56	0	0
3331	5537	41	0	0	0	41	0	0
3332	5540	51	2	0	0	53	2	0.03773584905660377
3333	5519	51	1	0	0	52	1	0.019230769230769232
3334	5569	45	1	0	0	46	1	0.021739130434782608
3335	5525	55	2	0	0	57	2	0.03508771929824561
3336	5509	54	1	0	0	55	1	0.01818181818181818
3337	5506	53	4	0	0	57	4	0.07017543859649122
3338	5546	54	0	0	0	54	0	0
3339	5548	60	2	0	0	62	2	0.03225806451612903
334	5506	44	0	1	0	45	1	0.022222222222222223
3340	5558	65	2	0	0	67	2	0.029850746268656716
3341	5555	47	1	0	0	48	1	0.020833333333333332
3342	5516	35	4	0	0	39	4	0.10256410256410256
3343	5541	65	0	0	0	65	0	0
3344	5527	58	0	0	0	58	0	0
3345	5549	60	4	0	0	64	4	0.0625
3346	5482	60	2	0	0	62	2	0.03225806451612903
3347	5476	49	1	0	0	50	1	0.02
3348	5550	62	4	0	0	66	4	0.06060606060606061
3349	5514	60	2	0	0	62	2	0.03225806451612903
335	5538	44	1	0	0	45	1	0.022222222222222223
3350	5525	60	2	0	0	62	2	0.03225806451612903
3351	5477	58	2	0	0	60	2	0.03333333333333333
3352	5503	67	3	0	0	70	3	0.04285714285714286
3353	5513	71	3	0	0	74	3	0.04054054054054054
3354	5530	60	3	0	0	63	3	0.047619047619047616
3355	5515	43	2	0	0	45	2	0.044444444444444446
3356	5488	49	0	0	0	49	0	0
3357	5500	62	2	0	0	64	2	0.03125
3358	5539	50	1	0	0	51	1	0.0196078431372549
3359	5558	61	1	0	0	62	1	0.016129032258064516
336	5508	54	2	0	0	56	2	0.03571428571428571
3360	5507	56	2	0	0	58	2	0.034482758620689655
3361	5461	53	1	0	0	54	1	0.018518518518518517
3362	5492	63	4	0	0	67	4	0.05970149253731343
3363	5523	50	4	0	0	54	4	0.07407407407407407
3364	5513	59	2	0	0	61	2	0.03278688524590164
3365	5531	45	1	0	0	46	1	0.021739130434782608
3366	5550	54	2	1	0	57	3	0.05263157894736842
3367	5543	65	2	0	0	67	2	0.029850746268656716
3368	5506	56	2	1	0	59	3	0.05084745762711865
3369	5490	50	2	0	0	52	2	0.038461538461538464
337	5564	57	0	0	0	57	0	0
3370	5526	51	2	0	0	53	2	0.03773584905660377
3371	5532	54	2	0	0	56	2	0.03571428571428571
3372	5473	50	2	0	0	52	2	0.038461538461538464
3373	5531	70	1	0	0	71	1	0.014084507042253521
3374	5527	54	0	0	0	54	0	0
3375	5533	46	1	0	0	47	1	0.02127659574468085
3376	5531	57	5	0	0	62	5	0.08064516129032258
3377	5547	65	1	0	0	66	1	0.015151515151515152
3378	5510	61	1	0	0	62	1	0.016129032258064516
3379	5534	46	0	0	0	46	0	0
338	5504	41	0	0	0	41	0	0
3380	5534	47	3	0	0	50	3	0.06
3381	5541	47	2	0	0	49	2	0.04081632653061224
3382	5543	49	3	0	0	52	3	0.057692307692307696
3383	5510	57	1	0	0	58	1	0.017241379310344827
3384	5554	57	1	0	0	58	1	0.017241379310344827
3385	5549	56	1	1	0	58	2	0.034482758620689655
3386	5546	50	0	0	0	50	0	0
3387	5528	51	2	0	0	53	2	0.03773584905660377
3388	5545	44	2	0	0	46	2	0.043478260869565216
3389	5524	69	2	0	0	71	2	0.028169014084507043
339	5543	46	1	0	0	47	1	0.02127659574468085
3390	5536	43	4	0	0	47	4	0.0851063829787234
3391	5577	53	0	0	0	53	0	0
3392	5538	49	3	0	0	52	3	0.057692307692307696
3393	5537	52	4	0	0	56	4	0.07142857142857142
3394	5535	53	4	0	0	57	4	0.07017543859649122
3395	5595	65	1	0	0	66	1	0.015151515151515152
3396	5474	52	1	0	0	53	1	0.018867924528301886
3397	5520	50	0	0	0	50	0	0
3398	5527	49	2	0	0	51	2	0.0392156862745098
3399	5561	35	3	0	0	38	3	0.07894736842105263
34	5551	62	3	0	0	65	3	0.046153846153846156
340	5543	63	0	0	0	63	0	0
3400	5532	52	0	0	0	52	0	0
3401	5542	57	2	0	0	59	2	0.03389830508474576
3402	5574	46	2	0	0	48	2	0.041666666666666664
3403	5558	48	3	0	0	51	3	0.058823529411764705
3404	5517	55	1	0	0	56	1	0.017857142857142856
3405	5556	54	3	0	0	57	3	0.05263157894736842
3406	5522	68	1	0	0	69	1	0.014492753623188406
3407	5513	56	2	0	0	58	2	0.034482758620689655
3408	5522	55	1	0	0	56	1	0.017857142857142856
3409	5508	55	3	0	0	58	3	0.05172413793103448
341	5532	62	2	0	0	64	2	0.03125
3410	5524	59	2	0	0	61	2	0.03278688524590164
3411	5535	55	1	0	0	56	1	0.017857142857142856
3412	5501	55	2	0	0	57	2	0.03508771929824561
3413	5539	57	5	0	0	62	5	0.08064516129032258
3414	5549	66	0	0	0	66	0	0
3415	5510	51	5	0	0	56	5	0.08928571428571429
3416	5540	59	5	0	0	64	5	0.078125
3417	5494	61	0	0	0	61	0	0
3418	5536	50	3	0	0	53	3	0.05660377358490566
3419	5516	53	4	0	0	57	4	0.07017543859649122
342	5541	54	3	0	0	57	3	0.05263157894736842
3420	5544	65	2	0	0	67	2	0.029850746268656716
3421	5562	57	2	0	0	59	2	0.03389830508474576
3422	5554	62	1	0	0	63	1	0.015873015873015872
3423	5525	55	2	0	0	57	2	0.03508771929824561
3424	5544	53	3	0	0	56	3	0.05357142857142857
3425	5544	58	1	0	0	59	1	0.01694915254237288
3426	5572	46	2	1	0	49	3	0.061224489795918366
3427	5527	57	1	1	0	59	2	0.03389830508474576
3428	5507	68	3	0	0	71	3	0.04225352112676056
3429	5537	43	0	0	0	43	0	0
343	5530	51	0	0	0	51	0	0
3430	5527	52	2	0	0	54	2	0.037037037037037035
3431	5557	59	5	1	0	65	6	0.09230769230769231
3432	5560	49	1	0	0	50	1	0.02
3433	5577	66	3	0	0	69	3	0.043478260869565216
3434	5510	55	5	0	0	60	5	0.08333333333333333
3435	5557	58	1	0	0	59	1	0.01694915254237288
3436	5533	65	0	0	0	65	0	0
3437	5547	56	0	0	0	56	0	0
3438	5499	64	3	0	0	67	3	0.04477611940298507
3439	5520	56	4	0	0	60	4	0.06666666666666667
344	5560	41	1	0	0	42	1	0.023809523809523808
3440	5567	51	3	0	0	54	3	0.05555555555555555
3441	5555	49	2	0	0	51	2	0.0392156862745098
3442	5531	54	2	0	0	56	2	0.03571428571428571
3443	5513	51	0	0	0	51	0	0
3444	5532	58	2	0	0	60	2	0.03333333333333333
3445	5494	59	1	0	0	60	1	0.016666666666666666
3446	5528	56	1	0	0	57	1	0.017543859649122806
3447	5518	44	6	0	0	50	6	0.12
3448	5563	53	1	0	0	54	1	0.018518518518518517
3449	5512	72	1	0	0	73	1	0.0136986301369863
345	5572	64	2	0	0	66	2	0.030303030303030304
3450	5547	54	2	0	0	56	2	0.03571428571428571
3451	5562	61	0	0	0	61	0	0
3452	5518	51	3	0	0	54	3	0.05555555555555555
3453	5590	43	0	0	0	43	0	0
3454	5485	68	1	0	0	69	1	0.014492753623188406
3455	5537	55	0	0	0	55	0	0
3456	5502	50	2	0	0	52	2	0.038461538461538464
3457	5531	48	2	0	0	50	2	0.04
3458	5519	54	2	0	0	56	2	0.03571428571428571
3459	5557	59	1	0	0	60	1	0.016666666666666666
346	5510	56	2	0	0	58	2	0.034482758620689655
3460	5516	54	1	0	0	55	1	0.01818181818181818
3461	5524	48	0	0	0	48	0	0
3462	5521	50	2	0	0	52	2	0.038461538461538464
3463	5560	57	2	0	0	59	2	0.03389830508474576
3464	5506	51	1	0	0	52	1	0.019230769230769232
3465	5510	65	1	0	0	66	1	0.015151515151515152
3466	5515	64	5	0	0	69	5	0.07246376811594203
3467	5527	62	3	0	0	65	3	0.046153846153846156
3468	5542	56	3	0	0	59	3	0.05084745762711865
3469	5512	51	5	0	0	56	5	0.08928571428571429
347	5541	62	3	0	0	65	3	0.046153846153846156
3470	5558	47	4	0	0	51	4	0.0784313725490196
3471	5496	42	2	0	0	44	2	0.045454545454545456
3472	5535	49	2	0	0	51	2	0.0392156862745098
3473	5570	56	2	0	0	58	2	0.034482758620689655
3474	5515	64	3	0	0	67	3	0.04477611940298507
3475	5547	39	0	0	0	39	0	0
3476	5542	49	0	0	0	49	0	0
3477	5559	51	1	0	0	52	1	0.019230769230769232
3478	5534	47	1	0	0	48	1	0.020833333333333332
3479	5529	50	0	0	0	50	0	0
348	5554	65	2	0	0	67	2	0.029850746268656716
3480	5580	56	2	0	0	58	2	0.034482758620689655
3481	5548	56	0	0	0	56	0	0
3482	5565	51	0	0	0	51	0	0
3483	5526	50	4	0	0	54	4	0.07407407407407407
3484	5557	49	1	0	0	50	1	0.02
3485	5534	65	2	0	0	67	2	0.029850746268656716
3486	5541	54	3	0	0	57	3	0.05263157894736842
3487	5510	57	2	0	0	59	2	0.03389830508474576
